Reference,DOI Reference,Paper title,Journal name,Volume,Issue,Page start,Page end,Year published,Crop,Scientific name,CO2 Projected (future scenario),CO2 at mid baseline at Manua Loa,∆Temp,∆PPT (%),Yield change (%),Range of pred. change (%),START Range,END Range,Adaptation,"E. scenario (SRES, RCP)",# GCM(s) used,GCM(s),# Impact model used,"Impact model (CERES, EPIC)","Baseline (e.g., 1980-2000)",START Baseline,END Baseline,"Projection (e.g., 2030-2050)",START Projection,END Projection,Geog. Scope,Region,Country-ISO2,State,City,Latitude,Logitude,"Spatial scale (regional, national, local)",Comments (e.g. Key assumptions),Added by
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-11.11,-11.11 to -11.11,-11.11,-11.11,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 300mm/season and PDA is delay by +30 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-11.06,-11.06 to -11.06,-11.06,-11.06,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 400mm/season and PDA is delay by +10 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-11.94,-11.94 to -11.94,-11.94,-11.94,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 400mm/season and PDA is delay by +20 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-10.05,-10.05 to -10.05,-10.05,-10.05,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 400mm/season and PDA is delay by +30 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-9.53,-9.53 to -9.53,-9.53,-9.53,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 500mm/season and PDA is delay by +10 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-10.2,-10.2 to -10.2,-10.2,-10.2,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 500mm/season and PDA is delay by +20 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-8.98,-8.98 to -8.98,-8.98,-8.98,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 500mm/season and PDA is delay by +30 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-8,-8 to -8,-8,-8,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 600mm/season and PDA is delay by +10 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-8.45,-8.45 to -8.45,-8.45,-8.45,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 600mm/season and PDA is delay by +20 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-7.92,-7.92 to -7.92,-7.92,-7.92,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 600mm/season and PDA is delay by +30 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-35.87,-35.87 to -35.87,-35.87,-35.87,No,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN.",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-35.58,-35.58 to -35.58,-35.58,-35.58,PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. PDA is delay +10 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-34.45,-34.45 to -34.45,-34.45,-34.45,PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. PDA is delay +20 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-34.23,-34.23 to -34.23,-34.23,-34.23,PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. PDA is delay +30 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-34.51,-34.51 to -34.51,-34.51,-34.51,IO,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 300mm/season",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-33.11,-33.11 to -33.11,-33.11,-33.11,IO,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 400mm/season",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-31.7,-31.7 to -31.7,-31.7,-31.7,IO,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 500mm/season",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-30.3,-30.3 to -30.3,-30.3,-30.3,IO,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 600mm/season",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-32.94,-32.94 to -32.94,-32.94,-32.94,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 300mm/season and PDA is delay by +10 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-29.85,-29.85 to -29.85,-29.85,-29.85,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 300mm/season and PDA is delay by +20 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-30.03,-30.03 to -30.03,-30.03,-30.03,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 300mm/season and PDA is delay by +30 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-31.41,-31.41 to -31.41,-31.41,-31.41,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 400mm/season and PDA is delay by +10 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-28.11,-28.11 to -28.11,-28.11,-28.11,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 400mm/season and PDA is delay by +20 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-28.95,-28.95 to -28.95,-28.95,-28.95,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 400mm/season and PDA is delay by +30 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-29.88,-29.88 to -29.88,-29.88,-29.88,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 500mm/season and PDA is delay by +10 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-26.36,-26.36 to -26.36,-26.36,-26.36,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 500mm/season and PDA is delay by +20 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-26.8,-26.8 to -26.8,-26.8,-26.8,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 500mm/season and PDA is delay by +30 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-29.88,-29.88 to -29.88,-29.88,-29.88,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 600mm/season and PDA is delay by +10 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-26.61,-26.61 to -26.61,-26.61,-26.61,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 600mm/season and PDA is delay by +20 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-26.19,-26.19 to -26.19,-26.19,-26.19,IO/PDA,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Sakha, Kafr El-Sheikh, Egypt",Egypt,Egypt,Kafr El-Sheikh,Sakha,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN. IO is 600mm/season and PDA is delay by +30 days",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,1.5,0,-25.62,-25.62 to -25.62,-25.62,-25.62,No ,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Marsa, Matrouh, Egypt ",Egypt,Egypt,Matrouh ,Marsa ,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,3.6,0,-61.5,-61.5 to -61.5,-61.5,-61.5,No ,None,0,None,1,Statistical (based on T),1975-1999,1975,1999,None,N/A,N/A,"Marsa, Matrouh, Egypt ",Egypt,Egypt,Matrouh ,Marsa ,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,0,-10,-40.82,-40.82 to -40.82,-40.82,-40.82,No ,None,0,None,1,Statistical (based on T & P),1975-1999,1975,1999,None,N/A,N/A,"Marsa, Matrouh, Egypt ",Egypt,Egypt,Matrouh ,Marsa ,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN",CLCD
Abou-Hadid 2006,N/A,"Assessements of Impacts, Adaptation and Vulnerability to Climate Change in North Africa: Food Production and Water Resources ",N/A,N/A,N/A,1,127,2006,Wheat,Triticum spp,349.13,349.13,0,-20,-81.62,-81.62 to -81.62,-81.62,-81.62,No ,None,0,None,1,Statistical (based on T & P),1975-1999,1975,1999,None,N/A,N/A,"Marsa, Matrouh, Egypt ",Egypt,Egypt,Matrouh ,Marsa ,N/A,N/A,R,"This is a report. Sensitivity analysis to deltaT and deltaP, using values derived from means of MAGICC/SCENGEN",CLCD
